Business Date,Channel,Branch,ATM,Downtime Start,Downtime End,Duration,Status,Reason,Remark,Responsible Department
2026-04-29,ATM,Mexico,MEXICO01,2026-04-30 06:45:16,2026-04-30 07:01:21,16m 5s,completed,Network Cable,--,DFS
